college,kmedian,parmedian,public,private,ivyplus,otherelite,hselective,selective,northeast,midwest,west,pctfemale,pctmarried
Wayland Baptist University,39800,60200,0,1,0,0,0,1,0,0,0,51.053482,62.763017
Wayne State College,40500,67800,1,0,0,0,0,1,0,1,0,54.291844,70.208883
Wayne State University,38400,81800,1,0,0,0,0,1,0,1,0,58.331776,45.417821
Waynesburg University,42900,74000,0,1,0,0,0,1,1,0,0,50.192553,65.669513
Webber International University,42000,62400,0,1,0,0,0,1,0,0,0,33.333334,49.16667
Weber State University,35500,92000,1,0,0,0,0,1,0,0,1,50.425935,74.841857
Webster University,36900,96000,0,1,0,0,0,1,0,1,0,60.554701,55.161756
Wellesley College,56300,142500,0,1,0,1,0,0,1,0,0,99.052429,50.03866
Wells College,41500,74900,0,1,0,0,0,1,1,0,0,95.625001,47.69223
Wentworth Institute Of Technology,59700,93600,0,1,0,0,0,1,1,0,0,16.304348,52.832913
Wesley College,44100,81500,0,1,0,0,0,1,0,0,0,46.85891,55.015695
Wesleyan University,56500,165300,0,1,0,1,0,0,1,0,0,53.877139,50.664794
West Chester University Of Pennsylvania,47500,102700,1,0,0,0,0,1,1,0,0,61.328936,60.739905
West Liberty University,36400,72200,1,0,0,0,0,1,0,0,0,53.969437,61.729866
West Texas A&M University,39900,74600,1,0,0,0,0,1,0,0,0,53.492647,66.841352
West Virginia Community And Technical College System,33900,64200,1,0,0,0,0,1,0,0,0,52.847809,56.881022
West Virginia State University,27200,65100,1,0,0,0,0,1,0,0,0,50.584531,50.99743
"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",42700,86700,1,0,0,0,0,1,0,0,0,47.450212,59.289235
West Virginia Wesleyan College,46800,86300,0,1,0,0,0,1,0,0,0,54.078549,59.883344
Western Carolina University,36700,88000,1,0,0,0,0,1,0,0,0,50.572777,61.031872
Western Connecticut State University,47300,100500,1,0,0,0,0,1,1,0,0,52.877927,50.619423
Western Illinois University,45200,93400,1,0,0,0,0,1,0,1,0,50.547123,64.249134
Western International University,25000,56700,0,0,0,0,0,0,0,0,1,78.500003,43.411961
Western Kentucky University,35100,76100,1,0,0,0,0,1,0,0,0,56.418425,62.720841
Western Michigan University,45000,112200,1,0,0,0,0,1,0,1,0,53.108805,63.694984
Western Nevada College,26000,62400,1,0,0,0,0,1,0,0,1,51.97854,47.256988
Western New England University,57100,99300,0,1,0,0,0,1,1,0,0,44.474763,62.980825
Western New Mexico University,28000,51200,1,0,0,0,0,1,0,0,1,53.817272,49.284026
Western Oregon University,40800,86900,1,0,0,0,0,1,0,0,1,61.823499,68.076915
Western State Colorado University,35800,94700,1,0,0,0,0,1,0,0,1,40.572268,55.442655
Western Washington University,45900,108100,1,0,0,0,0,1,0,0,1,59.434628,61.110085
Westfield State University,48200,98100,1,0,0,0,0,1,1,0,0,54.514766,60.618937
"Westminster College of Fulton, MO",47300,96600,0,1,0,0,0,1,0,1,0,41.8239,65.503818
"Westminster College of New Wilmington, PA",46400,87900,0,1,0,0,0,1,1,0,0,64.429528,70.545608
"Westminster College of Salt Lake City, UT",41500,95400,0,1,0,0,0,1,0,0,1,59.923667,68.741113
Westmont College,47600,132100,0,1,0,0,1,0,0,0,1,65.056181,73.554587
Westwood College - Los Angeles,26400,37800,0,0,0,0,0,0,0,0,1,39.515153,23.935547
"Wheaton College of Norton, MA",46600,117300,0,1,0,0,1,0,1,0,0,65.582657,55.326259
"Wheaton College of Wheaton, IL",41500,130900,0,1,0,0,1,0,0,1,0,54.441911,73.715872
Wheeling Jesuit University,47200,85100,0,1,0,0,0,1,0,0,0,54.351145,64.286095
Wheelock College,35300,95600,0,1,0,0,0,1,1,0,0,95.794392,56.957787
Whitman College,48500,138200,0,1,0,1,0,0,0,0,1,57.30443,58.210313
Whittier College,47900,98500,0,1,0,0,0,1,0,0,1,56.440902,47.606146
Whitworth University,41000,98500,0,1,0,0,0,1,0,0,1,61.438477,75.211358
Wichita State University,38000,86400,1,0,0,0,0,1,0,1,0,56.132919,58.862984
Widener University,53400,96000,0,1,0,0,0,1,1,0,0,44.574982,59.613645
Wilkes University,52500,80100,0,1,0,0,0,1,1,0,0,46.481481,60.095644
Willamette University,49400,110800,0,1,0,0,0,1,0,0,1,55.989802,57.052082
William Carey University,31700,66500,0,1,0,0,0,1,0,0,0,62.177122,59.54569
William Jewell College,42600,95100,0,1,0,0,0,1,0,1,0,59.671301,71.338969
William Paterson University Of New Jersey,46900,89500,1,0,0,0,0,1,1,0,0,56.37306,49.883071
William Peace University,34700,105900,0,1,0,0,0,0,0,0,0,99.748111,60.922098
William Penn University,38300,64400,0,1,0,0,0,1,0,1,0,38.998836,55.50921
William Woods University,35000,88600,0,1,0,0,0,1,0,1,0,75.43478,59.773177
Williams Baptist College,30500,53800,0,1,0,0,0,1,0,0,0,56.25,70.462656
Williams College,62600,184000,0,1,0,1,0,0,1,0,0,53.838062,56.31516
Wilmington College,40400,71400,0,1,0,0,0,1,0,1,0,54.133636,65.93712
Wilmington University,39600,94300,0,1,0,0,0,1,0,0,0,60.260588,52.49055
Wingate University,40700,86600,0,1,0,0,0,1,0,0,0,53.160918,58.05968
Winston-Salem State University,33800,45400,1,0,0,0,0,1,0,0,0,67.19085,26.99964
Winthrop University,38600,84100,1,0,0,0,0,1,0,0,0,71.773881,58.908486
Wisconsin Lutheran College,39300,85400,0,1,0,0,0,1,0,1,0,61.399549,75.150943
Wittenberg University,46100,104800,0,1,0,0,0,1,0,1,0,57.283258,65.028304
Wofford College,55100,133400,0,1,0,0,1,0,0,0,0,48.025477,69.341409
Woodbury University,44300,61900,0,1,0,0,0,1,0,0,1,61.095101,45.329198
Worcester Polytechnic Institute,85200,109500,0,1,0,0,1,0,1,0,0,23.244147,60.654932
Worcester State University,44800,87600,1,0,0,0,0,1,1,0,0,60.141271,56.70563
Wright Career College,12400,27200,0,1,0,0,0,0,0,1,0,76.604277,21.807687
Wright State University,39400,83200,1,0,0,0,0,1,0,1,0,56.49547,61.302131
Xavier University,52200,122100,0,1,0,0,0,1,0,1,0,56.767589,66.679204
Xavier University Of Louisiana,48400,63100,0,1,0,0,0,1,0,0,0,72.9716,32.077602
Yale University,76000,199700,0,1,1,0,0,0,1,0,0,50.661159,55.138421
Yeshiva University,46400,180100,0,1,0,0,0,1,1,0,0,46.747753,81.344277
Young Harris College,34000,98300,0,1,0,0,0,0,0,0,0,47.117296,58.961809
Youngstown State University,36000,71500,1,0,0,0,0,1,0,1,0,51.344782,56.003773
